country,year,region,population,life_expectancy,age5_surviving,babies_per_woman,gdp_per_capita
Colombia,1955,America,13500000.0,57.5,83.80000000000001,6.67,5140.0
Colombia,1956,America,13900000.0,57.2,84.4,6.7,5140.0
Colombia,1957,America,14300000.0,57.9,84.9,6.72,5100.0
Colombia,1958,America,14700000.0,58.5,85.4,6.74,5030.0
Colombia,1959,America,15100000.0,58.8,85.9,6.75,5190.0
Colombia,1960,America,15600000.0,59.3,86.4,6.75,5240.0
Colombia,1961,America,16100000.000000002,59.5,86.9,6.73,5320.0
Colombia,1962,America,16600000.000000002,60.1,87.30000000000001,6.69,5400.0
Colombia,1963,America,17100000.0,60.9,87.7,6.61,5380.0
Colombia,1964,America,17600000.0,61.5,88.10000000000001,6.5,5550.0
Colombia,1965,America,18200000.0,61.6,88.5,6.36,5510.0
Colombia,1966,America,18700000.0,62.1,88.80000000000001,6.19,5620.0
Colombia,1967,America,19200000.0,62.4,89.2,5.98,5660.0
Colombia,1968,America,19800000.0,63.1,89.5,5.75,5820.0
Colombia,1969,America,20300000.0,64.4,89.9,5.51,6010.0
Colombia,1970,America,20800000.0,65.9,90.21000000000001,5.28,6230.0
Colombia,1971,America,21300000.0,65.9,90.57000000000001,5.06,6410.0
Colombia,1972,America,21800000.0,65.1,90.94,4.86,6710.0
Colombia,1973,America,22300000.0,64.9,91.33,4.68,6980.0
Colombia,1974,America,22800000.0,65.3,91.73,4.53,7190.0
Colombia,1975,America,23300000.0,66.3,92.15,4.4,7160.0
Colombia,1976,America,23900000.0,66.8,92.58,4.29,7310.0
Colombia,1977,America,24400000.0,67.8,93.01,4.16,7430.0
Colombia,1978,America,25000000.0,68.2,93.43,4.0,7860.0
Colombia,1979,America,25500000.0,68.5,93.84,3.89,8080.0
Colombia,1980,America,26100000.0,68.9,94.23,3.8,8200.0
Colombia,1981,America,26700000.0,69.2,94.59,3.71,8160.0
Colombia,1982,America,27300000.0,69.6,94.92000000000002,3.62,8030.0
Colombia,1983,America,28000000.0,69.8,95.22000000000001,3.5,7950.0
Colombia,1984,America,28600000.0,70.2,95.48,3.35,8010.0
Colombia,1985,America,29300000.0,67.2,95.71000000000001,3.23,8200.0
Colombia,1986,America,29900000.0,70.2,95.91000000000001,3.15,8480.0
Colombia,1987,America,30500000.0,70.2,96.09,3.09,8720.0
Colombia,1988,America,31100000.0,70.6,96.23,3.04,8850.0
Colombia,1989,America,31800000.0,70.8,96.36000000000001,3.01,8930.0
Colombia,1990,America,32400000.0,71.5,96.48,3.0,9090.0
Colombia,1991,America,33100000.0,71.0,96.59,2.98,9060.0
Colombia,1992,America,33800000.0,71.1,96.7,2.98,9210.0
Colombia,1993,America,34400000.0,71.7,96.81,2.98,9490.0
Colombia,1994,America,35100000.0,72.1,96.92000000000002,2.94,9800.0
Colombia,1995,America,35800000.0,72.5,97.03,2.85,10100.0
Colombia,1996,America,36500000.0,72.8,97.13,2.77,10100.0
Colombia,1997,America,37100000.0,73.5,97.23,2.74,10200.0
Colombia,1998,America,37800000.0,74.0,97.33,2.72,10000.0
Colombia,1999,America,38500000.0,74.1,97.42000000000002,2.64,9430.0
Colombia,2000,America,39100000.0,74.2,97.5,2.57,9510.0
Colombia,2001,America,39700000.0,74.4,97.58,2.52,9490.0
Colombia,2002,America,40300000.0,73.4,97.65,2.49,9540.0
Colombia,2003,America,40900000.0,75.2,97.72000000000001,2.45,9730.0
Colombia,2004,America,41500000.0,75.6,97.78,2.38,10100.0
Colombia,2005,America,42100000.0,76.5,97.85000000000001,2.31,10400.0
Colombia,2006,America,42700000.0,76.7,97.91000000000001,2.24,10900.0
Colombia,2007,America,43200000.0,77.3,97.97000000000001,2.2,11400.0
Colombia,2008,America,43800000.0,77.6,98.03,2.16,11600.0
Colombia,2009,America,44300000.0,77.5,98.09,2.1,11600.0
Colombia,2010,America,44800000.0,77.9,98.15,2.01,11900.0
Colombia,2011,America,45300000.0,78.7,98.21000000000001,1.94,12600.0
Colombia,2012,America,45700000.0,79.0,98.27000000000001,1.9,12900.0
Colombia,2013,America,46200000.0,79.3,98.32000000000001,1.86,13500.0
Colombia,2014,America,46600000.0,79.7,98.38,1.82,13900.0
Colombia,2015,America,47000000.0,79.7,98.43,1.77,14200.0
Colombia,2016,America,47400000.0,79.8,98.48,1.72,14400.0
Colombia,2017,America,48100000.0,80.0,98.53,1.72,14300.0
Colombia,2018,America,49000000.0,80.1,98.58,1.72,14400.0
Colombia,2019,America,49900000.0,80.2,98.62,1.71,14600.0
Colombia,2020,America,50600000.0,78.1,98.65,1.69,13400.0
Colombia,2021,America,51200000.0,76.1,98.69,1.68,14700.0
Colombia,2022,America,51700000.0,77.0,98.72000000000001,1.66,15700.0
Colombia,2023,America,52300000.0,81.0,98.76,1.65,15700.0
Comoros,1800,Africa,56300.0,32.1,58.400000000000006,6.01,737.0
Comoros,1801,Africa,56300.0,32.1,58.400000000000006,6.01,738.0
Comoros,1803,Africa,56300.0,32.1,58.400000000000006,6.01,740.0
Comoros,1804,Africa,56300.0,32.1,58.400000000000006,6.01,741.0
Comoros,1805,Africa,56300.0,32.1,58.400000000000006,6.01,742.0
Comoros,1807,Africa,56300.0,32.1,58.400000000000006,6.01,743.0
Comoros,1808,Africa,56300.0,32.1,58.400000000000006,6.01,744.0
Comoros,1810,Africa,56300.0,32.1,58.400000000000006,6.01,745.0
Comoros,1811,Africa,56300.0,32.1,58.400000000000006,6.01,746.0
Comoros,1812,Africa,56300.0,32.1,58.400000000000006,6.01,747.0
Comoros,1814,Africa,56300.0,32.1,58.400000000000006,6.01,748.0
Comoros,1815,Africa,56300.0,32.1,58.400000000000006,6.01,749.0
Comoros,1817,Africa,56300.0,32.1,58.400000000000006,6.01,750.0
Comoros,1818,Africa,56300.0,32.1,58.400000000000006,6.01,751.0
Comoros,1819,Africa,56400.0,32.1,58.400000000000006,6.01,752.0
Comoros,1821,Africa,56500.0,32.1,58.400000000000006,6.01,753.0
Comoros,1822,Africa,56600.0,32.1,58.400000000000006,6.01,754.0
Comoros,1823,Africa,56700.0,32.1,58.400000000000006,6.01,754.0
Comoros,1824,Africa,56800.0,32.1,58.400000000000006,6.01,755.0
Comoros,1825,Africa,56900.0,32.1,58.400000000000006,6.01,756.0
Comoros,1826,Africa,57100.0,32.1,58.400000000000006,6.01,758.0
Comoros,1827,Africa,57200.0,32.1,58.400000000000006,6.01,758.0
Comoros,1828,Africa,57300.0,32.1,58.400000000000006,6.01,759.0
Comoros,1829,Africa,57400.0,32.1,58.400000000000006,6.01,760.0
Comoros,1830,Africa,57500.0,32.1,58.400000000000006,6.01,761.0
Comoros,1831,Africa,57700.0,32.1,58.400000000000006,6.01,761.0
Comoros,1832,Africa,57800.0,32.1,58.400000000000006,6.01,762.0
Comoros,1833,Africa,57900.0,32.1,58.400000000000006,6.01,763.0
Comoros,1834,Africa,58000.0,32.1,58.400000000000006,6.01,763.0
Comoros,1835,Africa,58100.0,32.1,58.400000000000006,6.01,764.0
Comoros,1836,Africa,58300.0,32.1,58.400000000000006,6.01,765.0
Comoros,1837,Africa,58400.0,32.1,58.400000000000006,6.01,766.0
Comoros,1838,Africa,58500.0,32.1,58.400000000000006,6.01,766.0
Comoros,1839,Africa,58600.0,32.1,58.400000000000006,6.01,767.0
Comoros,1840,Africa,58800.0,32.1,58.400000000000006,6.01,768.0
Comoros,1841,Africa,58900.0,32.1,58.400000000000006,6.01,769.0
Comoros,1842,Africa,59000.0,32.1,58.400000000000006,6.01,769.0
Comoros,1843,Africa,59100.0,32.1,58.400000000000006,6.01,770.0
Comoros,1844,Africa,59300.0,32.1,58.400000000000006,6.01,771.0
Comoros,1845,Africa,59400.0,32.1,58.400000000000006,6.01,772.0
Comoros,1846,Africa,59500.0,32.1,58.400000000000006,6.01,772.0
Comoros,1847,Africa,59600.0,32.1,58.400000000000006,6.01,773.0
Comoros,1848,Africa,59700.0,32.1,58.400000000000006,6.01,774.0
Comoros,1849,Africa,59900.0,32.1,58.400000000000006,6.01,776.0
Comoros,1850,Africa,60100.0,32.1,58.400000000000006,6.01,776.0
Comoros,1851,Africa,60500.0,32.1,58.400000000000006,6.01,777.0
Comoros,1852,Africa,60800.0,32.2,58.400000000000006,6.01,778.0
Comoros,1853,Africa,61300.0,32.2,58.400000000000006,6.01,779.0
Comoros,1854,Africa,61700.0,32.2,58.400000000000006,6.01,779.0
Comoros,1855,Africa,62100.0,32.3,58.400000000000006,6.01,780.0
Comoros,1856,Africa,62600.0,32.3,58.400000000000006,6.01,781.0
Comoros,1857,Africa,63000.0,32.3,58.400000000000006,6.01,782.0
Comoros,1858,Africa,63500.0,32.4,58.400000000000006,6.01,782.0
Comoros,1859,Africa,63900.0,32.4,58.400000000000006,6.01,783.0
Comoros,1860,Africa,64400.00000000001,32.4,58.400000000000006,6.01,784.0
Comoros,1861,Africa,64800.0,32.5,58.400000000000006,6.01,785.0
Comoros,1862,Africa,65300.0,32.5,58.400000000000006,6.01,785.0
Comoros,1863,Africa,65700.0,32.5,58.400000000000006,6.01,786.0
Comoros,1864,Africa,66200.0,32.6,58.400000000000006,6.01,787.0
Comoros,1865,Africa,66600.0,32.6,58.400000000000006,6.01,788.0
Comoros,1866,Africa,67100.0,32.6,58.400000000000006,6.01,788.0
Comoros,1867,Africa,67600.0,32.7,58.400000000000006,6.01,789.0
Comoros,1868,Africa,68100.0,32.7,58.400000000000006,6.01,790.0
Comoros,1869,Africa,68500.0,32.8,58.400000000000006,6.01,791.0
Comoros,1870,Africa,69000.0,32.8,58.400000000000006,6.01,791.0
Comoros,1871,Africa,69500.0,32.8,58.400000000000006,6.01,793.0
Comoros,1872,Africa,70000.0,32.9,58.400000000000006,6.01,794.0
Comoros,1873,Africa,70500.0,32.9,58.400000000000006,6.01,795.0
Comoros,1874,Africa,71000.0,32.9,58.400000000000006,6.01,795.0
Comoros,1875,Africa,71500.0,33.0,58.400000000000006,6.01,796.0
Comoros,1876,Africa,72000.0,33.0,58.400000000000006,6.01,797.0
Comoros,1877,Africa,72500.0,33.0,58.400000000000006,6.01,798.0
Comoros,1878,Africa,73000.0,33.1,58.400000000000006,6.01,798.0
Comoros,1879,Africa,73500.0,33.1,58.400000000000006,6.01,799.0
Comoros,1880,Africa,74000.0,33.1,58.400000000000006,6.01,800.0
Comoros,1881,Africa,74500.0,33.2,58.400000000000006,6.01,801.0
Comoros,1882,Africa,75000.0,33.2,58.400000000000006,6.01,801.0
Comoros,1883,Africa,75600.0,33.2,58.400000000000006,6.01,802.0
Comoros,1884,Africa,76100.0,33.3,58.400000000000006,6.01,803.0
Comoros,1885,Africa,76600.0,33.3,58.400000000000006,6.01,804.0
Comoros,1886,Africa,77200.0,33.3,58.400000000000006,6.01,805.0
Comoros,1887,Africa,77700.0,33.4,58.400000000000006,6.01,805.0
Comoros,1888,Africa,78200.0,33.4,58.400000000000006,6.01,806.0
Comoros,1889,Africa,78800.0,33.4,58.400000000000006,6.01,807.0
Comoros,1890,Africa,79300.0,33.5,58.400000000000006,6.01,808.0
Comoros,1891,Africa,79900.0,33.5,58.400000000000006,6.01,808.0
Comoros,1892,Africa,80400.0,33.5,58.400000000000006,6.01,809.0
Comoros,1893,Africa,81000.0,33.6,58.400000000000006,6.01,811.0
Comoros,1894,Africa,81600.0,33.6,58.400000000000006,6.01,812.0
Comoros,1895,Africa,82100.0,33.6,58.400000000000006,6.01,813.0
Comoros,1896,Africa,82700.0,33.7,58.400000000000006,6.01,813.0
Comoros,1897,Africa,83300.0,33.7,58.400000000000006,6.01,814.0
Comoros,1898,Africa,83900.0,33.8,58.400000000000006,6.01,815.0
Comoros,1899,Africa,84700.0,33.8,58.400000000000006,6.01,816.0
Comoros,1900,Africa,85800.0,33.8,58.5,6.01,816.0
Comoros,1901,Africa,87200.0,33.9,58.5,6.01,817.0
Comoros,1902,Africa,88800.0,33.9,58.6,6.01,818.0
Comoros,1903,Africa,90700.0,33.9,58.6,6.01,819.0
Comoros,1904,Africa,92700.0,34.0,58.7,6.01,820.0
Comoros,1905,Africa,94700.0,34.0,58.7,6.01,820.0
Comoros,1906,Africa,96800.0,34.0,58.800000000000004,6.01,821.0
Comoros,1907,Africa,98800.0,34.1,58.900000000000006,6.01,822.0
Comoros,1908,Africa,101000.0,34.1,58.900000000000006,6.01,823.0
Comoros,1909,Africa,103000.0,34.1,59.0,6.01,824.0
Comoros,1910,Africa,105000.0,34.2,59.1,6.01,824.0
Comoros,1911,Africa,108000.0,34.2,59.2,6.01,825.0
Comoros,1912,Africa,110000.0,34.2,59.300000000000004,6.01,826.0
Comoros,1913,Africa,112000.0,34.3,59.400000000000006,6.01,827.0
Comoros,1914,Africa,115000.0,34.3,59.5,6.01,827.0
Comoros,1915,Africa,117000.0,34.3,59.6,6.01,829.0
Comoros,1916,Africa,120000.0,34.4,59.7,6.01,830.0
Comoros,1917,Africa,122000.0,34.4,59.800000000000004,6.01,831.0
Comoros,1918,Africa,125000.0,13.3,59.900000000000006,6.01,832.0
Comoros,1919,Africa,127000.0,34.5,60.0,6.01,832.0
Comoros,1920,Africa,129000.0,34.5,60.1,6.01,833.0
Comoros,1921,Africa,131000.0,34.5,60.2,6.01,831.0
Comoros,1922,Africa,132000.0,34.6,60.300000000000004,6.01,829.0
Comoros,1923,Africa,133000.0,34.6,60.400000000000006,6.01,826.0
Comoros,1924,Africa,134000.0,34.6,60.5,6.01,823.0
Comoros,1925,Africa,135000.0,34.7,60.6,6.01,821.0
Comoros,1926,Africa,136000.0,34.7,60.7,6.0,820.0
Comoros,1927,Africa,137000.0,34.8,60.800000000000004,5.98,818.0
Comoros,1928,Africa,138000.0,34.8,60.900000000000006,5.97,815.0
Comoros,1929,Africa,139000.0,34.8,61.0,5.96,813.0
Comoros,1930,Africa,140000.0,34.9,61.1,5.95,811.0
Comoros,1931,Africa,141000.0,34.9,61.2,5.93,808.0
Comoros,1932,Africa,142000.0,34.9,61.300000000000004,5.92,805.0
Comoros,1933,Africa,143000.0,35.0,61.400000000000006,5.91,803.0
Comoros,1934,Africa,144000.0,35.0,61.5,5.89,801.0
Comoros,1935,Africa,145000.0,35.0,61.6,5.88,799.0
Comoros,1936,Africa,146000.0,35.1,61.7,5.87,796.0
Comoros,1937,Africa,147000.0,35.1,61.800000000000004,5.85,794.0
Comoros,1938,Africa,148000.0,35.1,61.900000000000006,5.84,791.0
Comoros,1939,Africa,149000.0,35.2,61.900000000000006,5.83,789.0
Comoros,1940,Africa,150000.0,35.2,62.0,5.82,786.0
Comoros,1941,Africa,151000.0,35.3,62.1,5.8,789.0
Comoros,1942,Africa,152000.0,35.3,62.2,5.79,792.0
Comoros,1943,Africa,153000.0,35.4,62.300000000000004,5.78,795.0
Comoros,1944,Africa,154000.0,35.5,62.400000000000006,5.76,797.0
Comoros,1945,Africa,155000.0,35.5,62.5,5.75,800.0
Comoros,1946,Africa,156000.0,37.4,64.4,5.74,804.0
Comoros,1947,Africa,157000.0,39.2,66.3,5.72,806.0
Comoros,1948,Africa,158000.0,41.0,68.10000000000001,5.71,809.0
Comoros,1949,Africa,160000.0,42.9,69.8,5.7,812.0
Comoros,1950,Africa,162000.0,44.7,71.5,5.69,814.0
Comoros,1951,Africa,166000.0,40.7,71.10000000000001,5.77,848.0
Comoros,1952,Africa,169000.0,45.1,70.7,5.93,863.0
Comoros,1953,Africa,173000.0,45.3,70.3,6.09,887.0
Comoros,1954,Africa,176000.0,45.5,69.9,6.22,923.0
Comoros,1955,Africa,180000.0,45.8,69.5,6.35,939.0
Comoros,1956,Africa,183000.0,46.0,69.10000000000001,6.46,961.0
Comoros,1957,Africa,187000.0,46.2,68.7,6.56,981.0
Comoros,1958,Africa,191000.0,46.5,68.3,6.65,993.0
Comoros,1959,Africa,194000.0,46.7,67.9,6.73,1030.0
Comoros,1960,Africa,198000.0,47.1,67.5,6.79,1110.0
Comoros,1961,Africa,201000.0,47.5,68.8,6.85,1120.0
Comoros,1962,Africa,205000.0,47.9,70.0,6.9,1220.0
Comoros,1963,Africa,208000.0,48.4,71.2,6.92,1420.0
Comoros,1964,Africa,212000.0,48.8,72.4,6.94,1520.0
Comoros,1965,Africa,215000.0,49.3,73.5,6.97,1490.0
Comoros,1966,Africa,219000.0,49.8,74.5,7.0,1620.0
Comoros,1967,Africa,224000.0,50.3,75.7,7.02,1700.0
Comoros,1968,Africa,230000.0,50.7,76.5,7.05,1670.0
Comoros,1969,Africa,237000.0,51.0,77.0,7.07,1650.0
Comoros,1970,Africa,244000.0,51.4,77.30000000000001,7.1,1700.0
Comoros,1971,Africa,252000.0,51.7,77.80000000000001,7.12,1750.0
Comoros,1972,Africa,260000.0,52.0,78.2,7.14,1750.0
Comoros,1973,Africa,269000.0,52.3,78.7,7.17,1850.0
Comoros,1974,Africa,278000.0,52.5,79.2,7.16,1860.0
Comoros,1975,Africa,288000.0,52.9,79.7,7.16,1940.0
Comoros,1976,Africa,298000.0,53.2,80.2,7.16,1900.0
Comoros,1977,Africa,308000.0,53.5,80.7,7.15,1880.0
Comoros,1978,Africa,318000.0,53.8,81.30000000000001,7.16,1890.0
Comoros,1979,Africa,328000.0,54.1,81.9,7.16,2010.0
Comoros,1980,Africa,338000.0,54.5,82.5,7.15,2110.0
Comoros,1981,Africa,347000.0,54.9,83.10000000000001,7.14,2180.0
Comoros,1982,Africa,357000.0,55.3,83.60000000000001,7.13,2250.0
Comoros,1983,Africa,367000.0,55.6,84.2,7.11,2300.0
Comoros,1984,Africa,378000.0,56.2,84.80000000000001,7.07,2380.0
Comoros,1985,Africa,388000.0,56.5,85.30000000000001,7.02,2390.0
Comoros,1986,Africa,399000.0,57.0,85.80000000000001,6.95,2390.0
Comoros,1987,Africa,410000.0,57.4,86.2,6.87,2380.0
Comoros,1988,Africa,422000.0,57.8,86.7,6.76,2430.0
Comoros,1989,Africa,433000.0,58.0,87.10000000000001,6.65,2360.0
Comoros,1990,Africa,445000.0,58.5,87.5,6.51,2440.0
Comoros,1991,Africa,456000.0,58.7,87.9,6.35,2330.0
Comoros,1992,Africa,465000.0,59.0,88.30000000000001,6.19,2500.0
Comoros,1993,Africa,474000.0,59.4,88.60000000000001,6.02,2540.0
Comoros,1994,Africa,482000.0,59.6,88.9,5.86,2380.0
Comoros,1995,Africa,491000.0,59.8,89.2,5.73,2440.0
Comoros,1996,Africa,499000.0,59.2,89.4,5.63,2380.0
Comoros,1997,Africa,508000.0,60.1,89.60000000000001,5.51,2440.0
Comoros,1998,Africa,517000.0,60.3,89.7,5.39,2440.0
Comoros,1999,Africa,526000.0,61.2,89.80000000000001,5.28,2460.0
Comoros,2000,Africa,536000.0,61.4,89.80000000000001,5.23,2660.0
Comoros,2001,Africa,547000.0,62.2,89.80000000000001,5.2,2690.0
Comoros,2002,Africa,559000.0,62.5,89.80000000000001,5.16,2720.0
Comoros,2003,Africa,570000.0,63.3,89.80000000000001,5.12,2740.0
Comoros,2004,Africa,581000.0,63.8,89.9,5.07,2760.0
Comoros,2005,Africa,593000.0,64.1,90.07000000000001,5.01,2810.0
Comoros,2006,Africa,605000.0,64.4,90.27000000000001,4.93,2860.0
Comoros,2007,Africa,617000.0,64.5,90.48,4.86,2840.0
Comoros,2008,Africa,629000.0,65.3,90.76,4.81,2910.0
Comoros,2009,Africa,642000.0,64.8,91.02000000000001,4.78,2960.0
Comoros,2010,Africa,655000.0,65.9,91.29,4.76,3030.0
Comoros,2011,Africa,668000.0,65.7,91.52000000000001,4.72,3080.0
Comoros,2012,Africa,682000.0,66.3,91.77000000000001,4.65,3120.0
Comoros,2013,Africa,696000.0,66.7,92.05000000000001,4.57,3190.0
Comoros,2014,Africa,712000.0,67.2,92.29,4.49,3180.0
Comoros,2015,Africa,727000.0,67.5,92.51,4.42,3150.0
Comoros,2016,Africa,742000.0,67.9,92.77000000000001,4.35,3190.0
Comoros,2017,Africa,757000.0,68.2,93.01,4.28,3240.0
Comoros,2018,Africa,772000.0,68.5,93.25,4.21,3290.0
Comoros,2019,Africa,787000.0,68.7,93.38,4.14,3290.0
Comoros,2020,Africa,802000.0,68.8,93.52000000000001,4.07,3220.0
Comoros,2021,Africa,818000.0,68.0,93.65,4.0,3230.0
Comoros,2022,Africa,834000.0,68.3,93.77000000000001,3.94,3250.0
Comoros,2023,Africa,850000.0,69.8,93.9,3.88,3220.0
"Congo, Dem. Rep.",1800,Africa,5160000.0,31.6,57.7,5.99,442.0
"Congo, Dem. Rep.",1819,Africa,5180000.0,31.6,57.7,5.99,442.0
"Congo, Dem. Rep.",1820,Africa,5210000.0,31.6,57.7,5.99,442.0
"Congo, Dem. Rep.",1821,Africa,5260000.0,31.6,57.7,5.99,442.0
"Congo, Dem. Rep.",1822,Africa,5330000.0,31.6,57.7,5.99,442.0
"Congo, Dem. Rep.",1823,Africa,5410000.0,31.6,57.7,5.99,442.0
"Congo, Dem. Rep.",1824,Africa,5500000.0,31.6,57.7,5.99,442.0
"Congo, Dem. Rep.",1825,Africa,5580000.0,31.6,57.7,5.99,443.0
"Congo, Dem. Rep.",1826,Africa,5670000.0,31.6,57.7,5.99,445.0
"Congo, Dem. Rep.",1827,Africa,5760000.0,31.6,57.7,5.99,447.0
"Congo, Dem. Rep.",1828,Africa,5850000.0,31.6,57.7,5.99,449.0
"Congo, Dem. Rep.",1829,Africa,5940000.0,31.6,57.7,5.99,451.0
"Congo, Dem. Rep.",1830,Africa,6030000.0,31.6,57.7,5.99,452.0
"Congo, Dem. Rep.",1831,Africa,6130000.0,31.6,57.7,5.99,455.0
"Congo, Dem. Rep.",1832,Africa,6220000.0,31.6,57.7,5.99,456.0
"Congo, Dem. Rep.",1833,Africa,6320000.0,31.6,57.7,5.99,458.0
"Congo, Dem. Rep.",1834,Africa,6420000.0,31.6,57.7,5.99,461.0
"Congo, Dem. Rep.",1835,Africa,6520000.0,31.6,57.7,5.99,462.0
"Congo, Dem. Rep.",1836,Africa,6620000.0,31.6,57.7,5.99,464.0
"Congo, Dem. Rep.",1837,Africa,6720000.0,31.6,57.7,5.99,466.0
"Congo, Dem. Rep.",1838,Africa,6830000.0,31.6,57.7,5.99,468.0
"Congo, Dem. Rep.",1839,Africa,6930000.0,31.6,57.7,5.99,470.0
"Congo, Dem. Rep.",1840,Africa,7040000.0,31.6,57.7,5.99,472.0
"Congo, Dem. Rep.",1841,Africa,7150000.0,31.6,57.7,5.99,474.0
"Congo, Dem. Rep.",1842,Africa,7260000.0,31.6,57.7,5.99,475.0
"Congo, Dem. Rep.",1843,Africa,7380000.0,31.6,57.7,5.99,478.0
"Congo, Dem. Rep.",1844,Africa,7490000.0,31.6,57.7,5.99,480.0
"Congo, Dem. Rep.",1845,Africa,7610000.0,31.6,57.7,5.99,482.0
"Congo, Dem. Rep.",1846,Africa,7730000.0,31.6,57.7,5.99,484.0
"Congo, Dem. Rep.",1847,Africa,7850000.0,31.6,57.7,5.99,485.0
"Congo, Dem. Rep.",1848,Africa,7970000.0,31.6,57.7,5.99,488.0
"Congo, Dem. Rep.",1849,Africa,8070000.0,31.6,57.7,5.99,489.0
"Congo, Dem. Rep.",1850,Africa,8150000.0,31.6,57.7,5.99,492.0
"Congo, Dem. Rep.",1851,Africa,8199999.999999999,31.6,57.7,5.99,494.0
"Congo, Dem. Rep.",1852,Africa,8230000.0,31.7,57.7,5.99,496.0
"Congo, Dem. Rep.",1853,Africa,8240000.0,31.7,57.7,5.99,498.0
"Congo, Dem. Rep.",1854,Africa,8240000.0,31.8,57.7,5.99,500.0
"Congo, Dem. Rep.",1855,Africa,8250000.0,31.8,57.7,5.99,502.0
"Congo, Dem. Rep.",1856,Africa,8250000.0,31.9,57.7,5.99,504.0
"Congo, Dem. Rep.",1857,Africa,8260000.0,31.9,57.7,5.99,506.0
"Congo, Dem. Rep.",1858,Africa,8260000.0,32.0,57.7,5.99,508.0
"Congo, Dem. Rep.",1859,Africa,8279999.999999999,32.0,57.7,5.99,510.0
"Congo, Dem. Rep.",1860,Africa,8300000.000000001,32.0,57.7,5.99,513.0
"Congo, Dem. Rep.",1861,Africa,8340000.0,32.1,57.7,5.99,514.0
"Congo, Dem. Rep.",1862,Africa,8380000.000000001,32.1,57.7,5.99,517.0
"Congo, Dem. Rep.",1863,Africa,8440000.0,32.2,57.7,5.99,519.0
"Congo, Dem. Rep.",1864,Africa,8490000.0,32.2,57.7,5.99,521.0
"Congo, Dem. Rep.",1865,Africa,8540000.0,32.3,57.7,5.99,523.0
"Congo, Dem. Rep.",1866,Africa,8600000.0,32.3,57.7,5.99,525.0
"Congo, Dem. Rep.",1867,Africa,8650000.0,32.4,57.7,5.99,527.0
"Congo, Dem. Rep.",1868,Africa,8710000.0,32.4,57.7,5.99,530.0
"Congo, Dem. Rep.",1869,Africa,8770000.0,32.5,57.7,5.99,532.0
"Congo, Dem. Rep.",1870,Africa,8830000.0,32.5,57.7,5.99,534.0
"Congo, Dem. Rep.",1871,Africa,8890000.0,32.5,57.7,5.99,537.0
"Congo, Dem. Rep.",1872,Africa,8960000.0,32.6,57.7,5.99,538.0
"Congo, Dem. Rep.",1873,Africa,9030000.0,32.6,57.7,5.99,541.0
"Congo, Dem. Rep.",1874,Africa,9100000.0,32.7,57.7,5.99,543.0
"Congo, Dem. Rep.",1875,Africa,9170000.0,32.7,57.7,5.99,546.0
"Congo, Dem. Rep.",1876,Africa,9240000.0,32.8,57.7,5.99,547.0
"Congo, Dem. Rep.",1877,Africa,9310000.0,32.8,57.7,5.99,550.0
"Congo, Dem. Rep.",1878,Africa,9380000.0,32.9,57.7,5.99,552.0
"Congo, Dem. Rep.",1879,Africa,9450000.0,32.9,57.7,5.99,555.0
"Congo, Dem. Rep.",1880,Africa,9510000.0,32.9,57.7,5.99,556.0
"Congo, Dem. Rep.",1881,Africa,9560000.0,33.0,57.7,5.99,559.0
"Congo, Dem. Rep.",1882,Africa,9610000.0,33.0,57.7,5.99,561.0
"Congo, Dem. Rep.",1883,Africa,9660000.0,33.1,57.7,5.99,564.0
"Congo, Dem. Rep.",1884,Africa,9700000.0,33.1,57.7,5.99,566.0
"Congo, Dem. Rep.",1885,Africa,9750000.0,33.2,57.7,5.99,568.0
"Congo, Dem. Rep.",1886,Africa,9790000.0,33.2,57.7,5.99,570.0
"Congo, Dem. Rep.",1887,Africa,9840000.0,33.3,57.7,5.99,573.0
"Congo, Dem. Rep.",1888,Africa,9880000.0,33.3,57.7,5.99,575.0
"Congo, Dem. Rep.",1889,Africa,9910000.0,33.3,57.7,5.99,578.0
"Congo, Dem. Rep.",1890,Africa,9920000.0,33.4,57.7,5.99,580.0
"Congo, Dem. Rep.",1891,Africa,9900000.0,33.4,57.7,5.99,583.0
"Congo, Dem. Rep.",1892,Africa,9870000.0,33.5,57.7,5.99,585.0
"Congo, Dem. Rep.",1893,Africa,9820000.0,33.5,57.7,5.99,588.0
"Congo, Dem. Rep.",1894,Africa,9770000.0,33.6,57.7,5.99,590.0
"Congo, Dem. Rep.",1895,Africa,9720000.0,33.6,57.7,5.99,592.0
"Congo, Dem. Rep.",1896,Africa,9670000.0,33.6,57.7,5.99,594.0
"Congo, Dem. Rep.",1897,Africa,9620000.0,33.7,57.800000000000004,5.99,597.0
"Congo, Dem. Rep.",1898,Africa,9580000.0,33.7,57.800000000000004,5.99,599.0
"Congo, Dem. Rep.",1899,Africa,9520000.0,33.8,57.800000000000004,5.99,602.0
"Congo, Dem. Rep.",1900,Africa,9450000.0,33.8,57.800000000000004,5.99,604.0
"Congo, Dem. Rep.",1901,Africa,9380000.0,33.9,57.900000000000006,5.99,607.0
"Congo, Dem. Rep.",1902,Africa,9290000.0,33.9,57.900000000000006,5.99,610.0
"Congo, Dem. Rep.",1903,Africa,9200000.0,34.0,58.0,5.99,612.0
